study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	study_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJEB6456	SAMEA2580245	ERS473363	ERX491263	ERR526028	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1354385701;1311516450	3b81831b90618dc29b018d55ff9745bb;2956d52624221ce05e9684cb572c957c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526028/ERR526028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526028/ERR526028_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526028/ERR526028_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526028/ERR526028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526028/ERR526028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526028/ERR526028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526028/608_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526028/608_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526028	608_12M	Stool sample from spanish
PRJEB6456	SAMEA2580246	ERS473364	ERX491264	ERR526029	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1473994194;1435560684	e7e65fee2f3d7182f2721e0eac35dde0;842e373fa468dbac8a4f21bb96e2485b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526029/ERR526029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526029/ERR526029_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526029/ERR526029_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526029/ERR526029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526029/ERR526029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526029/ERR526029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526029/608_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526029/608_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526029	608_4M	Stool sample from spanish
PRJEB6456	SAMEA2580247	ERS473365	ERX491265	ERR526030	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1029973566;1001839013	0a9e185cf9fcbba0960fdd8c89d4ed0e;74635b025dc2c5b2c5e28029e5185d70	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526030/ERR526030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526030/ERR526030_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526030/ERR526030_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526030/ERR526030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526030/ERR526030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526030/ERR526030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526030/608_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526030/608_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526030	608_B	Stool sample from spanish
PRJEB6456	SAMEA2580248	ERS473366	ERX491266	ERR526031	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1403865116;1358013898	f87421e3fa9a4b585a8846eb39ef1512;5fa76b49e60a272492c615842d755a9d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526031/ERR526031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526031/ERR526031_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526031/ERR526031_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526031/ERR526031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526031/ERR526031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526031/ERR526031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526031/608_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526031/608_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526031	608_M	Stool sample from spanish
PRJEB6456	SAMEA2580249	ERS473367	ERX491267	ERR526032	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	872206664;837034517	e7f4d0e0c15c26327ed06a6b99b96110;8bb33301e8dea9579e29776dbd04db27	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526032/ERR526032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526032/ERR526032_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526032/ERR526032_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526032/ERR526032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526032/ERR526032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526032/ERR526032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526032/615_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526032/615_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526032	615_12M	Stool sample from spanish
PRJEB6456	SAMEA2580250	ERS473368	ERX491268	ERR526033	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1232751040;1199874797	c0f8e1675e63247e7a11216ac24d41a7;7ede91d50eaf499e60dcb862c84f299b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526033/ERR526033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526033/ERR526033_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526033/ERR526033_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526033/ERR526033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526033/ERR526033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526033/ERR526033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526033/615_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526033/615_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526033	615_4M	Stool sample from spanish
PRJEB6456	SAMEA2580251	ERS473369	ERX491269	ERR526034	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	937498133;902024236	5b8c20669c8b0d26210c38a921609d9f;7d96790748863d7cec11dd2c1e826365	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526034/ERR526034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526034/ERR526034_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526034/ERR526034_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526034/ERR526034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526034/ERR526034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526034/ERR526034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526034/615_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526034/615_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526034	615_B	Stool sample from spanish
PRJEB6456	SAMEA2580252	ERS473370	ERX491270	ERR526035	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1206018272;1152693622	4d55726063470db2cdeb27e8557b6791;4071ab607b2043266d735c92fa0616fb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526035/ERR526035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526035/ERR526035_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526035/ERR526035_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526035/ERR526035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526035/ERR526035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526035/ERR526035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526035/615_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526035/615_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526035	615_M	Stool sample from spanish
PRJEB6456	SAMEA2580253	ERS473371	ERX491271	ERR526036	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1050771347;1012544763	6bf17111aa0fce894ef5cb0b2ff2f059;4db6244485d9c03dd0f921c50872e522	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526036/ERR526036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526036/ERR526036_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526036/ERR526036_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526036/ERR526036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526036/ERR526036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526036/ERR526036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526036/622_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526036/622_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526036	622_12M	Stool sample from spanish
PRJEB6456	SAMEA2580254	ERS473372	ERX491272	ERR526037	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1106864114;1070446920	dde3e4b4a38f94380eae6388aed5b67f;d7dfa73f79fff688cf3caac6a3aaca27	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526037/ERR526037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526037/ERR526037_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526037/ERR526037_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526037/ERR526037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526037/ERR526037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526037/ERR526037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526037/622_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526037/622_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526037	622_4M	Stool sample from spanish
PRJEB6456	SAMEA2580255	ERS473373	ERX491273	ERR526038	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1031295497;987692641	0ddd81079223080151798efed891487a;9a9a1342ca5dac18de1847c3b50f0744	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526038/ERR526038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526038/ERR526038_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526038/ERR526038_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526038/ERR526038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526038/ERR526038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526038/ERR526038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526038/622_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526038/622_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526038	622_B	Stool sample from spanish
PRJEB6456	SAMEA2580256	ERS473374	ERX491274	ERR526039	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1508775098;1462911432	7edd49b6f7cf0213dc3f98cc8d3746cb;deb7cc15d8e8b3476b29ae56cb1ddfd0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526039/ERR526039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526039/ERR526039_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526039/ERR526039_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526039/ERR526039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526039/ERR526039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526039/ERR526039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526039/622_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526039/622_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526039	622_M	Stool sample from spanish
PRJEB6456	SAMEA2580257	ERS473375	ERX491275	ERR526040	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1413466065;1367161052	b5d066ddafc2246c01b4d49b96cb7e03;d8f1389c564f5f59af5ac13847e138fb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526040/ERR526040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526040/ERR526040_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526040/ERR526040_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526040/ERR526040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526040/ERR526040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526040/ERR526040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526040/624_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526040/624_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526040	624_12M	Stool sample from spanish
PRJEB6456	SAMEA2580258	ERS473376	ERX491276	ERR526041	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1410118022;1358158663	1a27e58dcdaf4e0a0e84cac8a5791d28;8f96ac373b2eb169a12cac12d4471760	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526041/ERR526041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526041/ERR526041_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526041/ERR526041_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526041/ERR526041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526041/ERR526041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526041/ERR526041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526041/624_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526041/624_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526041	624_4M	Stool sample from spanish
PRJEB6456	SAMEA2580259	ERS473377	ERX491277	ERR526042	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1030407544;994365820	7fa1ca761363c4e6af6a67aa82d49253;100bb1dc34cdbf874997c5045be86806	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526042/ERR526042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526042/ERR526042_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526042/ERR526042_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526042/ERR526042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526042/ERR526042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526042/ERR526042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526042/624_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526042/624_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526042	624_B	Stool sample from spanish
PRJEB6456	SAMEA2580260	ERS473378	ERX491278	ERR526043	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1561902099;1514618169	9dfe2ee5bc9c391e552f6ea67474a611;9dcb64be26e8cc13a18d8bd821f0ff47	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526043/ERR526043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526043/ERR526043_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526043/ERR526043_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526043/ERR526043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526043/ERR526043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526043/ERR526043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526043/624_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526043/624_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526043	624_M	Stool sample from spanish
PRJEB6456	SAMEA2580261	ERS473379	ERX491279	ERR526044	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1254510875;1216195926	bc5fa261447c99b5f9ce870568b09f8f;de9859d8119992fd5ca6bd3260260565	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526044/ERR526044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526044/ERR526044_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526044/ERR526044_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526044/ERR526044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526044/ERR526044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526044/ERR526044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526044/626_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526044/626_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526044	626_12M	Stool sample from spanish
PRJEB6456	SAMEA2580262	ERS473380	ERX491280	ERR526045	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1379371979;1336709727	d980ae177c962b4720364f77c85d32a5;12c1f124110e851a65d230cf8c7789ca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526045/ERR526045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526045/ERR526045_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526045/ERR526045_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526045/ERR526045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526045/ERR526045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526045/ERR526045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526045/626_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526045/626_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526045	626_4M	Stool sample from spanish
PRJEB6456	SAMEA2580263	ERS473381	ERX491281	ERR526046	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1228063820;1185771057	f7276160b363ab791509fce141b32e9e;ba85d6cc55488617c4ba06667e4a3082	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526046/ERR526046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526046/ERR526046_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526046/ERR526046_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526046/ERR526046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526046/ERR526046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526046/ERR526046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526046/626_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526046/626_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526046	626_B	Stool sample from spanish
PRJEB6456	SAMEA2580264	ERS473382	ERX491282	ERR526047	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1249195938;1206752494	c414af0829dc63123dc2cfb5cc25efcd;229e4bf5ada5d120bbe280f60a604a8a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526047/ERR526047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526047/ERR526047_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526047/ERR526047_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526047/ERR526047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526047/ERR526047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526047/ERR526047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526047/626_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526047/626_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526047	626_M	Stool sample from spanish
PRJEB6456	SAMEA2580265	ERS473383	ERX491283	ERR526048	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1653268998;1626251340	ad92200c2920af4b2179856bf38e0605;25373c639001a7cc707188c5359ab16f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526048/ERR526048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526048/ERR526048_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526048/ERR526048_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526048/ERR526048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526048/ERR526048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526048/ERR526048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526048/633_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526048/633_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526048	633_12M	Stool sample from spanish
PRJEB6456	SAMEA2580266	ERS473384	ERX491284	ERR526049	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1483179441;1458041548	074402c8caa401f4971de8b4ce950680;f0db5dd9b27092b65d6a36485ac06972	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526049/ERR526049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526049/ERR526049_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526049/ERR526049_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR526/ERR526049/ERR526049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526049/ERR526049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR526/ERR526049/ERR526049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526049/633_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR526049/633_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR526/ERR526049	633_4M	Stool sample from spanish
