,Blautia obeum,Dorea sp CAG 317,Dorea longicatena,Blautia wexlerae,Blautia sp CAG 257,Roseburia faecis,Dorea formicigenerans,Roseburia hominis,Ruminococcus gnavus,Gemmiger formicilis,Ruminococcus torques,Alistipes shahii,Eubacterium hallii,Coprococcus comes,Coprococcus catus,Roseburia sp CAG 309,Eubacterium ramulus,Roseburia sp CAG 471,Eubacterium eligens,Dialister invisus,Roseburia intestinalis,Bacteroides dorei,Alistipes putredinis,Alistipes finegoldii,Ruminococcus bromii,Eubacterium sp CAG 38,Clostridium sp CAG 58,Anaerostipes hadrus,Roseburia inulinivorans,Eubacterium ventriosum,Clostridium sp CAG 167,Bacteroides ovatus,Bacteroides caccae,Alistipes indistinctus,Eisenbergiella tayi,Ruminococcus lactaris,Lactobacillus rogosae,Bacteroides fragilis,Bacteroides vulgatus,Bacteroides eggerthii,Bacteroides uniformis,Bacteroides stercoris,Oscillibacter sp 57 20,Lachnospira pectinoschiza,Ruminococcus bicirculans,Flavonifractor plautii,Bacteroides salyersiae,Clostridium bolteae,Bacteroides finegoldii,Streptococcus salivarius,Eggerthella lenta,Coprobacter fastidiosus,Bacteroides intestinalis,Butyricimonas virosa,Oscillibacter sp CAG 241,Bacteroides massiliensis,Bacteroides xylanisolvens,Streptococcus thermophilus,Odoribacter splanchnicus,Streptococcus parasanguinis,Parabacteroides merdae,Turicimonas muris,Eisenbergiella massiliensis,Bacteroides cellulosilyticus,Bacteroides thetaiotaomicron,Paraprevotella xylaniphila,Barnesiella intestinihominis,Agathobaculum butyriciproducens,Butyricimonas synergistica,Parabacteroides distasonis,Faecalibacterium prausnitzii,Parabacteroides goldsteinii,Gordonibacter pamelaeae,[Collinsella] massiliensis,Collinsella stercoris,Clostridium leptum,Enterorhabdus caecimuris,Escherichia coli,Holdemania filiformis,Monoglobus pectinilyticus,Ruthenibacterium lactatiformans,Asaccharobacter celatus,Eubacterium siraeum,Fusicatenibacter saccharivorans,Eubacterium rectale,Collinsella aerofaciens,Collinsella intestinalis,Adlercreutzia equolifaciens,Akkermansia muciniphila,Anaeromassilibacillus sp An250,Bifidobacterium longum,Bilophila wadsworthia,Lawsonibacter asaccharolyticus,Intestinimonas butyriciproducens,Bifidobacterium adolescentis,Clostridium spiroforme,Parasutterella excrementihominis,Phascolarctobacterium faecium,Firmicutes bacterium CAG 94,Firmicutes bacterium CAG 95,Firmicutes bacterium CAG 83,Firmicutes bacterium CAG 110,Firmicutes bacterium CAG 145,Proteobacteria bacterium CAG 139,SampNum,WeekNum,Participant_ID
505308_s4,0.0005382,0.023991,0,0.0015209,0,0.009933,0.0014303,0.0001424,0.0016015,0,0,0.0097482,0.0072913,0.0229994,0,0,0.0035953,0,0.0067559,0,0.0004884,0,0.0332027,0.0044492,0,0,0.0042815,0.0262735,0.0029424,0,0,0.0322118,0.0140799,0.002292,7.71e-05,0.0134733,0,0.0124049,0.1157563,0,0.0501901,0.0928,0,0.0128838,0.009318,0.0015364,0.0114936,0,0.0115808,0.0003769,0.000244,0,0,0,0,0,0.0335367,0.0006767,0.0062673,0.0002938,0,0.0005446,0,0,0.0085485,0.029174,0,0.0047213,0,0.0096402,0.0708354,0,0.000593,0,0,4.61e-05,0.0001193,0.0002684,0.000337,0,0.0005495,0.0045384,0.0005677,0.0309811,0.2079052,0,0,0.0021109,0.0005604,0.0001036,0,0.000476,0.0008666,0,0,0.0005868,0.0063807,0,0.002917,0,0,0,0.0024476,0.0002697,4,2,505308
506355_s1,6.43e-05,0,0.0010584,0.0001377,0,0.0094934,0.0025517,0.006998,9.5e-06,0.0011936,0.0014829,0.000375,0.0011402,0.0015366,3.86e-05,0,0.0027981,0.0010658,0.1008734,0,0.0015276,0,0.0191873,0.0008775,0,0.000608,0,0.0007737,0.020473,0,0.0028731,0.007673,0,0,0,0.0038292,3.76e-05,0.0137244,0.2240304,0,0.0605094,0,0.0020646,0.031929,0,0.0002853,0,0,0,0,0,0,0,0.002664,0,0,0.0126342,0,0.0056146,0,0.014055,1.04e-05,8.35e-05,0.0678413,0.0108157,0,0,0.0020355,0,0.0027364,0.0466167,0,0.0001373,0,1.26e-05,0,1.77e-05,0.0002017,9.44e-05,0,0.0006597,0.0014518,0.0646018,0.0222459,0.1747528,0.0027916,0,0.0008361,0,0,0.0046829,0.0004785,5.99e-05,0.0001256,0,0,0.0001324,0.0068988,0,0,0.0067789,0,0,0,1,1,506355
506355_s2,0.0001438,0,0.0030492,0.0082604,0,0.017644,0.002257,0.019775,2.69e-05,0.0026415,0.002519,0.0006837,0.0037066,0.0023359,5.66e-05,0,0.0005924,0.0005934,0.0582865,0,0.0054129,1.25e-05,0.0373691,0.0025287,0,0.0010418,0,0.0031875,0.0139575,0,0.0018648,0.012254,0,0,0,0.0049044,0,0.0054123,0.1250053,0,0.0615929,0,0.0187912,0.0066218,0,0.0003432,0,0,0,0,0,0,0,0.0034997,0,0,0.0131128,0.0062293,0.0052881,0,0.0093936,0,4.28e-05,0.1006993,0.0093045,0,0,0.0045911,0,0.0009419,0.0543135,0,0.0008946,3.83e-05,6.81e-05,0,5.02e-05,0,0.0001999,0,0.0007171,0.0025255,0.0695885,0.02636,0.1923317,0.0095737,0,0.0013471,0,0,0.0197771,0.0006502,0,0.00041,0,0,0,0.0094544,0,0,0.0229167,0,0,0,2,1,506355
506355_s3,3.76e-05,0,0.0009175,0.0035372,0,0.0627373,0.0023418,0.0279779,0,0.0007604,0.0013968,0.0019982,0.0031728,0.0014084,0,0,0.0001818,0.0002206,0.0333447,0,4.07e-05,0,0.061884,0.0068736,0,0.0006603,0,0.0126183,0.0105692,0,0.0006607,0.0419386,0,0,0,0.0004435,0,0.0034698,0.0951097,0,0.1070662,0,0.0111651,0.0064885,0.0077773,0.0006987,0,0,0,0,0,0,0,0.0074747,0,0,0.0166499,0.0018823,0.0075266,0,0.0226483,0,0,0.2324133,0.0119928,0,0,0.003391,0,0.0044052,0.0176284,0,0.0009035,0,0,0,4.3e-05,0,1.68e-05,0,0.0005367,0.0035515,0.0033688,0.0054093,0.1181322,0.0050752,0,0.00192,0,0,0.0028775,0.001234,0,0.001062,0,0,9.38e-05,0.0122199,0,0,0.0068752,0,0,0,3,2,506355
506355_s4,0,0,0.0003225,0.0009804,0,0.036413,0.0009327,0.0157948,0,0.0007484,0.0002481,0.0026886,0.0005013,0.0007448,0,0,0.0003582,0,0.1841693,0,0.0004997,0,0.0499171,0.0057761,0,0.0007965,0,0.0069606,0.0101642,0,0.0010846,0.0278445,0,0,0,0.000186,0,0.002074,0.1198307,0,0.0753671,0,0.0044891,0.0423679,0.0263168,1.44e-05,0,0,0,0,0,0,0,0.0050239,0,0,0.0098839,0,0.007187,3.08e-05,0.0149806,0,0,0.1254082,0.0095462,0,0,0.0023453,0,0.003652,0.0673691,0,0,0,0,0,0,0,0,0,0.0001043,0.0009846,0.0011725,0.0060892,0.0765626,0.002892,0,0.0008023,0,0,0.0016969,0.0002894,0,0.0006599,0,0,8.76e-05,0.0099744,0,0,0.031044,0,0,0,4,2,506355
506829_s1,0.0021294,0,0.0090116,0.0038222,0,0.0054901,0.0048946,0.000325,0.0001942,0.0049585,0.0188352,0.0019678,0.0048764,0.0024288,0.0008604,0.0029166,0.0016983,9.4e-06,0.0693783,0,0.0012949,0.1494885,0.028788,0.0066194,0.1702333,0,0,0.017798,0.0325779,0,0,0.0142926,0,0,0,0,0,0.0195646,0,0,0.0989918,0,0.001075,0,0,0,0,0,0,0,0,0,0,0,0.0007534,0,3.62e-05,0,0.0039095,0,0.0056386,0,0,0,0.0165302,0,0.0346703,0.0015506,0.0012831,0.0017911,0.0386222,0,0.0004304,0,7.08e-05,0,0,0,0,0,0,0.0001866,0.1290101,0.0587949,0.0190647,0.0068287,0,6.25e-05,0.0010069,0,0,1.57e-05,0,0,0.0023667,0,0.0015396,0.0003148,0,0.0006199,0,0,0,0,1,1,506829
506829_s2,0.0030452,0,0.0205774,0.0027646,0,0.0007606,0.0045842,0.0004519,0.0011278,0.0039053,0.0252238,0.0035814,0.0105963,0.0038816,0.0006482,0.0007966,0.003229,0,0.0427722,0,0.0048037,0.1063956,0.0421512,0.0170997,0.0502325,0,0,0.0153019,0.0232697,0,0,0.0370263,0,0,0,0,0,0.049802,0,0,0.1109318,0,0.0030129,0,0,0.0001005,0,0,0,0,0,0,0,0.0001455,0.0018269,0,0.0003502,0,0.0065946,5.07e-05,0.0247675,0,0,0,0.0480143,0,0.0353216,0.0021829,0.0036378,0.0100853,0.0486396,0,0.0009617,6.52e-05,0.0003662,0,5.5e-06,0,0.0001899,0.0014625,0.0001743,0.0007949,0.1056056,0.0544579,0.0073334,0.0276556,9.5e-05,0.0004565,0.0090268,0,0,0.0004197,0,0,0.0117726,0,0.005544,0.0015877,0,0.0013206,0,0,0,0.000283,2,1,506829
506829_s3,0.0029214,0,0.0144231,0.000672,0,0.1155988,0.0034817,0.0040639,0,0.0058481,0.0219624,0.0007271,0.0043727,0.001176,0.0003352,0,0.0027716,0,0.0188225,0,0.0001472,0.0747824,0.0117661,0.005091,0.0982463,0.0079148,1.47e-05,0.0146417,0.0320592,0.0018983,0,0.0101766,0,0,0,0,0.0003957,0.0119745,0,0,0.0469657,0,0.0031641,0.022593,0,0,0,0,0,0.002481,0,0,0,0,0,0,0.0001038,0,0.0014719,0.0006514,0.0151244,0.0007368,0,0,0.0099187,0,0.0001612,0.0010666,0.0005952,0.0070354,0.0496179,0,0,0,0.0002071,0,0,0,0,0,0,0.000579,0.021326,0.1280367,0.108102,0.0161666,5.58e-05,0.0001874,0.0121011,0,0.0034752,0.0001584,0,0,0.0334538,0,0.0097981,0.0019563,0,0.0009463,0,5.4e-05,0,0.0049815,3,2,506829
506829_s4,0.0030456,0,0.0323148,0.0010238,0,0.1702617,0.0042833,0.0137853,5.52e-05,0.0031711,0.0355123,0.0019481,0.0052309,0.0028813,0.0008801,0,0.0047099,5.82e-05,0.0284822,0,0.0001375,0.0751916,0.0184701,0.0062326,0.0419998,0.0247865,0.0001776,0.0132668,0.0253908,0.0010073,0,0.0100199,0,0,0,0,0.0003032,0.0096012,7.06e-05,0,0.0590297,0,0.0053021,0.0351522,0,0,0,0,0,0.0008947,0,0,0,6.11e-05,0.0002905,0,0.0004902,0,0.0022724,0.0003775,0.0116058,0.0004556,0,0,0.0105242,0,0.0023588,0.0009025,0.0010929,0.0095757,0.0636245,0,0,3e-05,0.000206,0,0,0.0002344,0,4.43e-05,0.0001062,0.0003875,0.0235333,0.08203,0.0704928,0.02035,0.0001052,0.0001805,0.0046277,0,0.0028479,0.0001453,0,0,0.0222141,0,0.0084353,0.0019873,0,0.0003708,8.01e-05,5.82e-05,0,0.0035483,4,2,506829
506945_s1,0.0032014,0,0.0067526,0.0001032,0,0.0706341,0.000816,0.0097354,0,0.0004696,0.0007955,0.0026599,0.0029792,0.0016385,0.0002426,0,0.0002634,0,0.0327181,0.0013106,0.0041404,0,0.0657707,0.0022808,0.029552,0.012099,0.0007626,0.0003837,0.0059908,0.0005425,0.0015735,0.003784,0.0111373,8.95e-05,0,0.0056993,0,0,0.1115661,0.0080449,0.1370241,0.000425,0.0036528,0,0,0,0.0081908,0,0,0,0,7.83e-05,0.0011763,0,0,0.0103271,0.0169123,0,0.009662,0,0,0.0001585,0,0,0.0047739,0.0068609,0.0175477,0.0005295,0,0.0094653,0.0618649,0.0020494,0,0,0,0,0,0.000118,0,0,0,0.0003143,0,0.02639,0.0084148,0.00642,0,0.0002989,0,0,0.0018876,0,0.0002155,0,0,0,0.001562,0.0035236,0,0,0.0274958,0,0,0.0032742,1,1,506945
506945_s2,0.0061637,0,0.0036988,0,0,0.0808059,0,0.0077591,0,0,0,0.0010532,0.0049731,0.0037256,0,0,0,0,0.037439,0.0005143,0.0069938,0,0.0367521,0.0004987,0.0499374,0.0114467,0,0.0003747,0.0083026,0,0,0.0004582,0.0049467,0,0,0.0028694,0,0,0.1015274,0.0029892,0.0891164,0,0.0010838,0,0,0,0.0046986,0,0,0,0,0,0,0,0,0.0030177,0.0072649,0,0.006616,0,0,0,0,0,0.0012932,0.0011726,0.0094426,0,0,0.0046451,0.0673071,0,0,0,0,0,0,0,0,0,0,0,0,0.0319254,0.170708,0.0100109,0,0,0,0,0.0022823,0,0,0,0,0,0,0.0010845,0,0,0.0115338,0,0,0.0004097,2,1,506945
506945_s3,0.0073774,0,0.0061589,0.000218,0,0.2207339,0.0028842,0.005965,0,0.0033299,0.0042203,0.0018131,0.0117886,0.0053223,0.0012589,0,0.000189,9.72e-05,0.0236737,0.0028525,0.0026437,0.0068704,0.0433568,0.0021761,0.0232554,0.003117,0.0012235,0.0021466,0.0024577,0.0004407,0.0010759,0.0027543,0.0146809,0.0002765,0,0.0058246,0,4.41e-05,0.068109,0.0034233,0.1003634,8.19e-05,0.0040801,0,5e-05,0.00011,0.0035034,5.07e-05,0,0,0,4.19e-05,0.0014036,8.07e-05,0,0.0036604,0.0075742,0,0.0040198,0,0,0.0002228,0,0,0.0029383,0.0007804,0.0089869,0.002146,5.5e-06,0.0076513,0.1032313,0.0005682,0.0005036,4.37e-05,0.0001156,7.63e-05,2.97e-05,0.0003812,0,0,6.31e-05,0.0008271,0.0016442,0.0472568,0.0092688,0.0146921,0,0.0009119,0,1.93e-05,0.0025679,0,0.0003444,0.0001016,0.0118237,0,0.0008798,0.0001986,0,0,0.0336704,0,0,0.0024307,3,2,506945
506945_s4,0.0165511,0,0.0109939,0.0011086,0,0.1347162,0.003859,0.0054058,0,0.0038232,0.0090217,0.0006685,0.0361504,0.0093487,0.0022101,0,0.0007789,0.000396,0.0142508,0.0027227,0,0,0.0329423,0.0006104,0.0827555,0.0042101,0.0002526,0.0053869,0.0011874,0.0019939,0.0011268,0.0025617,0.0113194,0,0,0.0059549,0,0,0.0673825,0.0030077,0.0837561,0,0.0037417,0,0.0009534,0,0.0036497,0,0,0,0,0,0.0011745,0,0,0.0027787,0.0052792,0.0001404,0.0030674,0,0,0.0001262,0,0,0.0017698,0.0028812,0.0097064,0.0022164,0,0.00794,0.0842601,0.0002587,0,2.95e-05,0.0001839,0,2.33e-05,0,0,0,0,0.0011616,0,0.0396471,0.0098152,0.0244468,0,0.0010399,0,0,0.0039177,0,0.0005275,0,0.0411543,0,0.0007564,0,0,0,0.0188165,0,0,0.0022733,4,2,506945
507086_s1,0.0125858,0.0009184,0.0186022,0.0324449,0.000741,0.0221636,0.0030812,0.0016204,0.0078144,0.001987,0.0247024,0,0.0439822,0.0271576,0.0049824,0,0.0061927,0,0.0154425,0,0.002487,0,0.0086882,0.0018924,0.1039854,0,0.003716,0.0607392,0,0,0,0.0050284,0,0,0,0,0,0,0.1035487,0.0926665,0.115232,0,0.0067062,0,0,0.0012845,0,0,0,0.0005636,0.0002921,0,0,0,0,0,0.0003415,0.0055602,0.00264,0,0.0068294,0.0004583,0,0.0002137,0.0064437,0,0,0.0100361,7.01e-05,0.0013122,0.0737868,0.000434,0.0008408,0,2.33e-05,0.0025594,0,0,0,0.0084305,0.0018845,0.0012026,0.0021175,0.0560625,0.0179984,0.0137112,0,0.0005712,0,0,0,0,0.0059005,0,0,0,0.0011184,0.008384,0,0,0.0172109,0,0.0003337,0.0094855,1,1,507086
507086_s2,0.0037597,9.16e-05,0.0134152,0.0132692,0.0007968,0.0281964,0.0017792,0.0015986,0.004835,0.0005259,0.0286245,0,0.0075656,0.0090637,0.0013159,0,0.0039165,0,0.0590358,0,0.0695549,0,0.0095797,0.0010586,0.0085546,0,0.00326,0.0290841,0.00137,0,0,0.0219748,0,0,0,0,0,0,0.27381,0.0094496,0.1550198,0,0.0028687,0,0,0.0003131,0,0,0,0.0001178,0.0004218,0,0,0,0,0,0.0013927,0,0.0042705,0,0.0197862,0.0002565,0,0.0006709,0.0440206,0,0,0.0049208,0.0003536,0.0084665,0.06893,0,0.0002475,0,0.0001104,0,0,0,0,0.0044282,0.0025161,0.0010638,0.0001216,0.0303279,0.0091782,0.0101782,0,0.0004648,0,0,0,0,0.0005454,0,0,0,0.0016783,0.0075075,0,0,0.0009752,0,0,0.0098599,2,1,507086
507086_s3,0.0045481,0.0008197,0.0215504,0.0179025,0.0023973,0.0062938,0.0043723,0.0101004,0.0209101,0.0019129,0.0379949,0,0.012466,0.0008393,0.0016781,0,0.0047193,0,0.0173461,0,0.050818,0,0.0180106,0.0009458,0.0866664,0.0182965,0.0042719,0.0405736,0,0,0,0.0127103,0,0,0,0,0,0,0.1281306,0.1117975,0.115503,0,0.0007558,0,0,0.0025964,0,0,0,0.0001968,0.0013108,0,0,0,0,0,0.0017179,0,0.0035263,0,0.0106554,0.0004094,0,0.0010108,0.0076967,0,0,0.005379,9.5e-05,0.0012719,0.0630187,0,0.0013882,0,0,6.78e-05,0,0,0,0.0016026,0.0027385,0.0007573,0.0148667,0.0243755,0.0106047,0.0146489,0,0.0001864,0,0,0,0,0.0432494,0,0,0,0.0008766,0.0069574,0,0,0.0062795,0,0.0029412,0.0058978,3,2,507086
507086_s4,0.0043654,0.0005646,0.0184926,0.0192671,0.002623,0.0016123,0.0078953,0.0003832,0.0057882,0.0019921,0.0213908,0,0.029303,0.0020658,0.0015712,0,0.0035621,0,0.0128968,0,0.0014114,0,0.0243238,0.0063988,0.1958943,0.007548,0.0030464,0.0597595,0,0,0,0.0176285,0,0,0,0,0,0,0.0474605,0.0974698,0.1074361,0,0.0058161,0,0,0.00131,0,0,0,0.0004094,0.0032138,0,0,0,0,0,0.0008629,0,0.004539,0,0.0063385,0.0014697,0,0.0010255,0.0056492,0,0,0.0101453,0.0005241,0.0002848,0.0607483,0,0.0029688,0,0.0002395,0.0025227,7.69e-05,0,0,0.0066853,0.0050459,0.0035906,0.0096446,0.0375104,0.0109768,0.0212799,0,0.0022344,0,0.0003168,0,0,0.0261998,0,0,0,0.0042541,0.00747,0.0007437,0,0.0097274,0,0.0030684,0.0247654,4,2,507086
507249_s1,0.0023839,0,0.0049526,0.0001747,0,0.0218901,0.0015712,0.0115243,0,0.0008092,0.0328405,0.0015062,0.002266,0.0059247,0.0022482,0.0001895,0.0013807,0,0.0091606,0,0.0165835,3.47e-05,0.0237293,0,0.0103115,0.0109682,0.0012403,0.0051889,0.0004162,0,0,7.13e-05,0.0017551,0,0,0.0020444,0,0,0.0761977,0,0.0617656,0.0041914,0.0194142,0.0118437,0.0157246,0.0002192,0.0102566,0,0.0013225,0,0,0,0,0.0013538,0.0006557,2.61e-05,0.0018615,0,0.0080994,0,0.0079677,0,0,0.0001428,0.0001378,0.0014076,0.0049587,0.0034808,0.0002828,0.0220961,0.0752349,0,0,0,5.01e-05,2.05e-05,5.9e-06,0,0,0,1.39e-05,0.0013642,0.0038731,0.0107937,0.001738,0.0112864,2.39e-05,0.0008879,0.0142276,0,0.0005334,0,0.0016473,0,0.0031687,0,0.0001578,0,0,7.17e-05,0.0010777,0.0066621,0,0,1,1,507249
507249_s2,0.0024858,0,0.0135292,0.0001657,0,0.0375353,0.0029952,0.002261,0,0.0005756,0.0378291,0.0004781,0.0008139,0.0089409,0.0010227,0.0005609,0.0021019,0,0.0023523,0,0.0272642,0,0.0170919,0,0.028736,0.0060564,0.0014673,0.0024161,0.0010883,0,0,0,0.001402,0,0,0.0067677,0,0,0.0436561,0,0.0380782,0.0020355,0.0078527,0.0036303,0.0113926,0,0.0076205,0,0.0004159,0,0,0.0001996,0,0.0003899,0.0006812,0.0001955,0.0020989,0,0.0053034,0,0.0059799,0,0,0.0002776,0.0001115,0.0022148,0.0027272,0.0017367,0,0.009834,0.0288111,0,0,5.98e-05,0.0006099,6.58e-05,0,0,0,0,4.05e-05,0.0010225,0.0016256,0.0133343,0.0020343,0.038056,3.08e-05,0.0007535,0.0006102,0,0.0013568,0,0.0008807,0,0.0040613,0,0.0001769,0,0,0,0.0016554,0.0011211,0,0,2,1,507249
507249_s3,0.0245894,0,0,0,0,0,0,0,0.006166,0.0005834,0,0,0,0,0.0025607,0,0,0,0,0,0.0139839,0,0.0050388,0,0.0709906,0,0.000344,0,0,0,0,0,0.0019153,0,0,0,0,0,0.007805,0,0.0253863,0.0019008,0,0,0,0.0016611,0.0017263,0,0,0,0,0,0,0,0,0,0,0.00743,0.0007692,0,0.0061556,0,0,0,0,0.0013202,0.0023584,0.0045804,0,0.0049434,0.0314838,0,0,7.27e-05,0.0005904,0,0,0,0,0,0,0.0003404,0.0012553,0,0,0.0446564,0,0.000637,0.0194734,0,0.010827,0,0.0016759,0,0.0738107,0,0.0008327,0,0,0.0013279,0.0003125,0.0004169,0,0,3,2,507249
507249_s4,0.0004292,0,0,0,0,0,0,0,0.0002566,0.0001734,0,0.0025555,0,0,0.0006288,0.0004713,0,0,0,0,0.0034459,0,0.0218979,2.85e-05,0.0019371,0,0.0014452,0,0,0,0,0.0003143,0.0077668,0,0,0,0,0,0.0438147,0,0.07582,0.0102972,0,0.0045873,0,0.0005051,0.0200549,0.0001442,0.0003903,0,0,0.000179,0,0.0011758,0.000417,0.0003344,0.0020575,0,0.0067519,0,0.0123538,3.99e-05,0,0.0021963,2.73e-05,0.0076826,0.014872,0.0002537,0.0007015,0.0179508,0.0368433,0,0,0,0,0.0001626,0,0,0.0001718,0,0.0003067,0.0002781,0.0054824,0,0,0.0018864,0,0.0002967,0.1231866,8.79e-05,0.0004883,6.36e-05,0.0029306,4.97e-05,0.0081261,0,0.0013218,0,0,0.0115168,6.71e-05,0.0042554,0,2.3e-05,4,2,507249
507456_s1,0,0.0010656,0,0.0584378,0.0031229,0.1041345,0,0.0033152,1.15e-05,0.0008812,0,0.0008675,0,0,0,0,0,0,0.0361295,0.0349128,0.0053551,1.45e-05,0.0136107,0.0028417,0.0005119,0.0052823,0,0,0.00455,0,0,0.0064695,0,0.0105862,0,0,0,0,0.0713531,0.0068393,0.0476425,0,0.0053325,0,0,0.0040881,0,0,0,0.0032833,0,0,0,0,0.0001806,0,0.0021116,0,0.0048011,0.000231,0.0104041,3.39e-05,0.009544,0,0,0,0,0.0044735,0,0.0160857,0.0383115,0,0,0,0,0.000522,9.7e-05,0,0.0004721,0,0.0016433,0.0026192,0.1045911,0.0506452,0.0190763,0,0,0.0047423,0,0.0006971,0,0.0018899,0.018286,0,0,0,0.0016312,0,0.0004933,0,0.001749,0,0,0,1,1,507456
507456_s2,0,0.0036063,0,0.062455,0.0093684,0.0495678,0,0.0005401,0.0006984,0.0030852,0,0.0027991,0,0,0,0,0,0,0.0117041,0.0368717,0.0011666,0,0.0269101,0.0080233,0.00369,0.0014804,0,0,0.0025842,0,0,0.0046209,0,0.011717,0,0,0,0,0.0525612,0.0124231,0.0498854,0,0.0066148,0,0,0.002367,0,0,0,0.0005384,0.0001233,0,0,0,0.0002239,0,0.0039115,0,0.0063777,0,0.0192837,0,0.0101078,0,0,0,0,0.005851,0,0.0152552,0.0237264,0,0,0,0,0.0022667,0.0001705,0,0.0005737,0,0.0024908,0.0037676,0.0568936,0.0428392,0.0115922,0,0,0.0074627,0,0.0013447,0,0.0046156,0.0116761,1.19e-05,0,0,0.0008114,0,0.0012969,0,0.0037739,0,0,0,2,1,507456
507456_s3,0,0,0,0.0230524,0.0009411,0.0729007,0,0,0,0.0005397,0,0.001264,0.000985,0,0,0,0,0,0.042053,0.0167206,0.0035922,0,0.0088586,0.0028707,0,0,0,0,0.0032122,0,0,0.0054687,0,0.0011136,0,0,0.0002894,0,0.0839612,0.0346739,0.0949603,0,0.0048855,0.0222466,0,0.0024842,0,6.83e-05,0,0.0003014,0,0,0,0,0.0001393,0,0.0005942,0,0.0037927,0,0.0091502,0,0.002569,0,0,0,0,5.58e-05,0,0.0366956,0.0716912,0,0.0001118,0,0,0.0001393,0,0,0,0,0.0003116,0.0003213,0.0469585,0.0028372,0.0899678,0,0,0.0004926,0,0.0010859,0,0.0007703,0.0130362,0,0,0.0005363,0.0008954,0,0.0002293,0,0.002763,0,0,0,3,2,507456
507456_s4,0,2.4e-05,0,0.0170801,0.0006405,0.1182548,0,0,0,0.000191,0,0.0009601,0.0019719,0,0,0,0,0,0.0284409,0.0167077,0.0022238,0,0.0085491,0.0039558,0,0,0,0,0.0026439,0,0,0.0036945,0,0.0006771,0,0,2.79e-05,0,0.0660419,0.0232258,0.0821584,0,0.0066473,0.0187745,0,0.0019489,0,0,0,6.15e-05,0,0,0,0,0.000155,0,0.0003907,0,0.0034164,0,0.0087665,2.84e-05,0.0021486,0,0,0,0,0.0001127,0,0.0279856,0.0558187,0,0.0001769,0,0,0.0001022,0,0,7.66e-05,0,0.0004966,0.0003956,0.0569613,0.0039249,0.103905,0,0,0.0007625,0,0.0014605,0,0.0009488,0.0112005,7.61e-05,0,0.0002121,0.0012911,0,0.000807,0,0.0021349,0,0,4.51e-05,4,2,507456
507474_s1,0.0107733,0.000725,0,0.0019686,0.0125725,0,0.0013971,0.0019111,0.015304,0,0,0.0011685,0.0075021,0.0037366,0.0008254,0,0.0047788,2.79e-05,0,0.0018195,0.0209005,0,0,0.0180271,0,0.0005284,0.0030383,0.0354542,0.0142981,0.0044241,0,0.203489,0,2.95e-05,9.6e-05,0,0.0002822,0,0.171855,0,0.2049936,0,0,0.0236269,0,0.0022885,0,0.0003123,0,0.0002314,0.0003385,0,0,0.0142743,0,0,0,0,0.0047426,0,0.0228518,0,0.0010222,0,0.0314631,0,0,0.0015311,0,0.0147601,0.0100008,0,0.0002135,0,0.0001045,0,0,0.0024958,0,0.0107228,0.0015808,0.0004992,0.0011715,0.0154334,0,0.0137925,0,0.0001781,0.0212316,0,0.003239,0.0008666,0.0020754,0.0002631,0,0,0,0,0.0004295,0,0,0,0,0,1,1,507474
507474_s2,0.0040396,0,0.005454,0,0,0.0261569,0.0104035,0.0357622,0,0.0007017,0.0123272,0.0069143,0.0121702,0.0003937,0.0023824,0,0.0003145,0.0001473,0.0526321,0,0.0001439,0,0.0383866,0,0,0.0031793,0.0006974,0.0016328,0.0007077,0,0.0004363,7.86e-05,0,0.0044259,0,0.0057307,0,0.0005785,0.0260737,0,0.0289019,0.0213542,0.0019303,0,0,0,0,0,0,0.0001118,0,0,0,0.0001568,0.0058105,0.0003374,0.0011998,0,0.0047271,0.0004049,0,0,0,0.0096713,0.0060962,0,0,0.0011999,5.06e-05,0.0161223,0.0913559,0,0,0,5.22e-05,0.0009323,0,0.001229,0,0,7.26e-05,0.0010324,0.0933596,0.0148399,0.0230506,0.0106228,0,0.0003204,0,0,0,0.000146,0.0004756,0,0.0006905,0,0.0001211,0,0.0002943,0.0011963,0,0.0115946,0,0.0006819,2,1,507474
508503_s1,0.0123571,0,0.0226069,0.0007248,0,0.0089615,0.0048123,8.21e-05,0,0.0013043,0.0225723,0.0002581,0.0076155,0.0136358,0.0029922,0,0.0023832,0.0015286,0.0003363,0.0068115,0.0004199,0,0.0305068,0.0042905,0,0,0,0.0197858,0,0,0,0,0.0075342,0.0053352,0,0.0105891,0,0.0012558,0.1435825,0.0252174,0.1114059,0,0.0072558,0,0,0,0,0,0,0,0,0.0021934,0.0014606,0.0015692,0.0002891,0,0.0034258,0,0.0155392,0,0.0033166,0,0,0,0.0166904,0.0103257,0.0096347,0.0011349,0,0.0124305,0.0278241,0,0,0,0,0,0,0,0,0,0,0.0001561,0.1155984,0.0043919,0.0181975,0.0065602,0,0.0001683,0.0051059,0,0.0002633,0,0,0,0,0,0,0,0,0.0019014,0.0010738,0.0048094,0,0,1,1,508503
