"","Blautia_wexlerae","Blautia_coccoides","Roseburia_faecis","Blautia_sp_CAG_257","Roseburia_hominis","Dorea_formicigenerans","Ruminococcus_gnavus","Tyzzerella_nexilis","Eubacterium_hallii","Gemella_haemolysans","Eubacterium_eligens","Hungatella_hathewayi","Dialister_invisus","Anaerostipes_hadrus","Ruminococcus_bromii","Clostridium_neonatale","Eubacterium_sp_CAG_38","Staphylococcus_aureus","Alistipes_putredinis","Anaerostipes_caccae","Alistipes_finegoldii","Bacteroides_dorei","Roseburia_intestinalis","Roseburia_inulinivorans","Streptococcus_mitis","Bacteroides_ovatus","Staphylococcus_hominis","Enterococcus_faecalis","Rothia_mucilaginosa","Bacteroides_caccae","Streptococcus_sp_A12","Sellimonas_intestinalis","Veillonella_dispar","Veillonella_rogosae","Streptococcus_peroris","Veillonella_parvula","Veillonella_atypica","Bacteroides_fragilis","Bacteroides_vulgatus","Bacteroides_uniformis","Streptococcus_infantis","Lachnospira_pectinoschiza","Lactobacillus_rhamnosus","Staphylococcus_epidermidis","Veillonella_infantium","Staphylococcus_lugdunensis","Clostridium_bolteae_CAG_59","Flavonifractor_plautii","Clostridium_bolteae","Streptococcus_salivarius","Eggerthella_lenta","Clostridium_citroniae","Anaerotruncus_colihominis","Veillonella_sp_T11011_6","Clostridium_aldenense","Clostridium_symbiosum","Enorma_massiliensis","Streptococcus_thermophilus","Streptococcus_parasanguinis","Parabacteroides_merdae","Bacteroides_thetaiotaomicron","Clostridioides_difficile","Clostridium_clostridioforme","Faecalibacterium_prausnitzii","Sutterella_parvirubra","Varibaculum_cambriense","Agathobaculum_butyriciproducens","Parabacteroides_distasonis","Gordonibacter_pamelaeae","_Collinsella__massiliensis","Haemophilus_sputorum","Collinsella_stercoris","Escherichia_coli","Actinomyces_sp_HMSC035G02","Ruthenibacterium_lactatiformans","Collinsella_aerofaciens","Eubacterium_rectale","Fusicatenibacter_saccharivorans","Intestinibacter_bartlettii","Actinomyces_odontolyticus","Klebsiella_oxytoca","Collinsella_intestinalis","Haemophilus_sp_HMSC71H05","Turicibacter_sanguinis","Akkermansia_muciniphila","Actinomyces_sp_oral_taxon_181","Aeriscardovia_aeriphila","Bifidobacterium_breve","Haemophilus_parainfluenzae","Bilophila_wadsworthia","Bifidobacterium_longum","Bifidobacterium_bifidum","Bifidobacterium_dentium","Coprobacillus_cateniformis","Clostridium_innocuum","Intestinimonas_butyriciproducens","Bifidobacterium_adolescentis","Parasutterella_excrementihominis","Clostridium_spiroforme","Bifidobacterium_pseudocatenulatum","Erysipelatoclostridium_ramosum","Group"
"338_4M",0,0,0,0,0,0,0.0031682,0,0,0.0001175,0,0,0,0,0,0,0,0.0015466,1.6e-05,0,0,0.047666,0,0,0.0013484,0,0,0.00056,7.53e-05,1.25e-05,0,0,0.0002299,0,0.0002142,0.0002501,1.1e-05,0.3678589,8.7e-06,8.44e-05,1.4e-05,0,0,0.0003983,0,0,0,0,0,0,5.9e-06,0,0,0,0,0,0,0,0.0001488,6.4e-06,0.0062515,0,0,0.0004065,0,0,0,4.25e-05,0,0,0,0,0.0433897,0,0,2.79e-05,0,0,0,0,0,0,0,0,0,0.0012164,0.000259,0.0007207,0,0,0.5053134,0,0,0,0,0,3.77e-05,0,0,0.0002405,0.0046219,"4M"
"338_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207377,0,0,3.75e-05,0,0,0,2.46e-05,0,0,0,0,0,0,0,0,0.5365182,0,6.65e-05,0,0,0,1.81e-05,0,0,0,0,0,0.0004786,0,0,0,0,0,0,0,0,0,0,0.0029261,0,0,0,0,0,0,0.0004763,0,0,0,0,0.3963893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359649,8.55e-05,0,0,0,0,0,0,0,0,0,"B"
"341_12M",0.0117082,1.31e-05,0.011133,0,0.000463,0,0.0069316,0.0011032,0.0041707,0,0.0333576,0.0017029,0,0.006251,0,0,0.0186709,0,1.75e-05,0,0,6.9e-06,0.0053211,0.0092874,0,0.2475054,0,0,0,0,0,0,0,0,0,0,0,0.137328,0.0001125,0,0,0,0,0,0,0,0.0050674,0.0067533,0.0069114,0,0,0.0014633,0.0002149,0,0,0.003736,0,0.0146156,0,9e-06,0,0,0,0.0689295,0.0011119,0,0,0,0,0,0,0,8.61e-05,0,0,3.1e-05,0.1126126,0,0.0003725,0,0,0,0,0,0,0,0,0.0007825,0,0,0.0023601,0,0,0.0007501,0.0010984,0,0,0,0.0004465,0.0013776,0.0037252,"12M"
"341_4M",0,0,0,0,0,0.0009047,0,0,0,0,0,0,0,0,0,0,0,0,4.11e-05,0,0,1.89e-05,0,0,0,0.0064861,0,0,0,0,0,0,0.0001221,0,0,0.0389734,0,0.3439418,0.1839802,0.0071087,0,0,0,0,5.64e-05,0,0,0.0049746,0,0,0.0004257,0,0,0,0,0,2.72e-05,0,0,0.0639383,0,0,0,8.48e-05,0,0.0074095,0,0,6.22e-05,4.82e-05,0,0.0003629,0.0210712,0,0,0.0247231,0.000168,0,0,0,0,6.02e-05,0.0004644,0,0,0,1.83e-05,0.1217553,0.0001769,0,0.0185663,0,0,0,0.0007851,0,0,0,0,0.1180167,0.0019395,"4M"
"341_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9e-06,0.0030222,0,5.95e-05,0,0.0581491,0,0,0,0,0,0,0,0.0312624,0.2314585,0.000109,6.04e-05,0,0,0,0,0,0,0.0010263,0,0,0.0066377,0,0,0,0,0,6.53e-05,0,0,0.0090699,5.66e-05,0,0,0,0,0,0,0.0666632,0.0011206,0.0001318,0.0062522,0.0007894,0.0378023,0,0,0.0895001,0,0,0,0,0,0.0002152,0,0,0,0,3.27e-05,8.38e-05,0,0,0.1497637,0,0,0,0.0046118,0,0,0,0,0.2152661,0,"B"
"343_12M",0,0.0006485,0,0,0,0,0.0792103,0.0003318,0,0,0,0.0007327,7.1e-05,0,0,0.0010842,0,0,0,0,0,0.1839509,0,0,0,0.4505892,0,5.89e-05,0,0,0,0.003815,0,0,0,0.0006582,3.4e-06,0,0,0.2170833,0,0,0,0,0,0,0.004319,0.0077246,0.0023219,6.46e-05,0.0019286,0,0,0,0,0.0004909,0,0.0038823,7.4e-06,0,0,0,0,0.0106207,0,0,0.0010599,0,0.0001774,0,0,0,0.0033191,0,0,0,3.26e-05,0,0.0007126,0,0,0,0.0004702,0.0007046,0,0,0,0.0003994,0.0001664,0,0,9.15e-05,0,0.0001704,0,0,0.0002112,0,0.0002832,0,0.0050315,"12M"
"343_4M",0,0,0,0,0,0,0,0,0,8.57e-05,7.37e-05,0,0,0,2.03e-05,0,0,0,0,0,2.47e-05,0.8214618,0,0,0.0013536,0.0116924,0,0.0032088,6.3e-06,0,0,0,0.0005108,0,0.0001182,0.0337797,0.0043692,0,0,0.0201775,0,0,0.0004898,0,0.0002675,0,0,0,0,0,0,0,0,6.84e-05,0,0,0,0,1.37e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006816,0,0,0,0,0,0,0,0.0047406,0,0,0,0,0.0002739,4.32e-05,0,0.000281,0,0.0922308,0.00024,0,0,0,0,0,0,0,0,0,"4M"
"343_B",0,0,0,0,0,0,0,0,0,0,0.0001228,0,0,0,4.13e-05,0,0,0,0,0,2.08e-05,0.0220261,0,7.6e-06,4.23e-05,0,0,0,0,0.0020802,0,0,0,0,0,0,0,0,0,0,3.8e-05,0,0,0.030102,0,0.0003221,0,0,0,0.0004507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001343,0,0,0,0.9421278,0.0002759,0,0,0,0,0,0,0,0,0,"B"
"345_12M",0.0125439,0,0,0,0,0,7.48e-05,0,0.0020421,0,0.0014171,0.000137,0,0.0032465,0,0,0,0,0,0,1.34e-05,0,0.0064105,0.0164883,0,0.011283,0,0,0,0.0154499,0,0,0.0029279,0,0,0.0013549,0.0033627,0.0041397,0.1111045,0.6004953,0,0.0002663,0,0,0.0021108,0,0,0.0006206,0,0.0007621,0.0002759,3.89e-05,0,0.0002073,0,0.0006251,0,0,6.9e-06,0,0.0399015,0,0.0003378,0.0361405,0.0004718,0,0.0003862,0.0021232,1.05e-05,0,0.000143,0,0,0,0.0005429,0,0.0246648,5.35e-05,8.82e-05,0,0,0,0,0,0.0166522,0,0,0.0006008,0.0002847,0,0.0009508,0,0,0,4.81e-05,0.0042165,0,0,0,0.0074363,0,"12M"
"345_4M",0,9.26e-05,0,0,0,0,1.5e-06,0,0,0,0,0,0,0,0,0,0,6.7e-05,0,0,0,6.05e-05,0,0,0,0.000167,0,0,0,0,0,0,3.37e-05,0,0,7.8e-06,0.0140401,0,0.0206909,8.97e-05,0,0,0,0,0,0,0.0055651,0.0007265,0.0062684,0.0001973,0.002362,0,0,0,9.67e-05,0.0007619,0.0001986,0,0,0,0,0,0,0,0,0,0,0.0128199,0.0004087,0.000465,0,0.0026282,7.67e-05,0,0,0.3001462,0,0,0.000727,0,0.0004019,0.0002296,0,0,0.0111658,0,1e-05,0.1457437,0,0,0.04236,0.1267814,0,0,0,0,0.0051434,0,0,0.2098881,0,"4M"
"345_B",0,0,0,0,0,0,0.0042774,0,0,0.0004761,0,0,0,0,0,0,0,0,0,0,0,5.04e-05,0,0,0.0036756,0.0001164,0,0.0040283,0.0012915,0.0001086,0,0,0,0,0,0,0,0,0.0208366,0.0012184,0,0,0,0.0019099,0,0,0,0,0,0.0038943,7.5e-06,0,0,0,0,0,0,0,0.0012596,0.0003008,0.0002475,0,0,0,0,0,0,0.0070366,0,0,0,0,0.0661134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001616,0.6973594,0,0,0.0100238,0.0487753,0,0,0,0,0.1058847,0,0,0,0,"B"
"350_12M",0.0416144,3.26e-05,2.05e-05,0,0,0.0004732,0.0285711,7.15e-05,0,0,0.0227384,0.0007238,0,0.0187464,0.020676,0,0,0,0,0.0001097,1.53e-05,0,0,0,0,0,0,0,0,0.0409223,0,0,0,0,0,0.0009411,0,0.0027664,0.1241804,0.0551368,0,0,0,0,0,0,0.0007479,0.0049208,0.0006605,0,0.0008584,0.0001947,0,0,8.31e-05,0,3.8e-06,0,0,3.11e-05,0,0,0,0.0125707,7.6e-06,0,0,0.0658245,6.94e-05,4.06e-05,0,0.0001082,5.04e-05,0,0.0045106,0.0170393,8.16e-05,0,0.000504,0,0,5.69e-05,0,0,0.0454025,0,1.81e-05,0.0044276,0,0,0.0153857,2.96e-05,0,0.0001072,0.0011876,0.0116865,0.0678248,0.0001071,0.000352,0,0.0001013,"12M"
"350_4M",1.5e-06,0,0,0,0,0,0.0592751,0,0,6.19e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005133,0,0,0.0002568,0.0001927,0,0,0,0,0,0,0.1309981,0,0.4135343,5.08e-05,0.0004363,0,0,0.0028676,0,0,0,0,0,0,0,0.0005997,0,0,0,0,0,0,0,0,0,0,0,0,1.37e-05,0,0,0,0,8.09e-05,0,0.0006774,0,0.0274831,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18e-05,0.3237884,0.0004959,0,0.0248546,0,0,0,0,0,0.0026581,0,0,0,0.0024996,"4M"
"350_B",0,0,0,0,0,0,0.0001142,0,0,6.36e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91e-05,0,0,0,0.000709,0.0009438,0,0,0,0,0,0.000237,0,0.0443354,0.3709361,0.0017942,0,0,0,7.91e-05,0,0,0,0,0,0,5.63e-05,0,0,0,0,0,0,0,0,4.16e-05,9.81e-05,0,0,0,0,0,0,0.1211492,0,0,0,0,0.288161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479961,0,0,0.0029556,0,0,0,0,0,0.0001555,0,0,0,0,"B"
"367_12M",0.1081622,1.64e-05,0.0580711,0,0,0,0.0840357,4.07e-05,0.021755,0,0,0.0022908,0.0024691,0.0081162,0.0009776,0,0,0,0.0239582,0.0096004,0,0.0362544,0.009125,0,0,0.1002756,0,0,0,0,5.85e-05,0,3.23e-05,0,0,0.0004198,0,0.0146518,0.1160796,0.0479314,0,0.0127664,0,0,0,0,0,0.0002541,0.0069744,0.000245,0.0015799,0,0.0009369,0,5.41e-05,0.0212575,0,0,0,0.0063289,0,0.0029399,0,0.0001207,1.93e-05,0,0,0.0807107,0.0002003,0,0,0,0.0012329,0,0,0,0,0,0,0,0.0001604,0,0.0001407,0,0.0008375,0,7.47e-05,0.0671154,7.69e-05,0,0.0294947,0,0,0.0047326,0.0066286,0,0,0.0002873,0.0003951,0,0.0028315,"12M"
"367_4M",0,0,0,0,0,0,0,0,0,4.03e-05,0,0,0,0,0,0,0,0,0,0,0,0.0016492,0,0,0.0001314,0.0088299,0,0.0023944,0,0,0,0,0,0,0.0001524,0.0060252,0,0.0106148,0.0304217,0.0138668,3.08e-05,0,0.042293,3.16e-05,0,0,0,0,0,0.0002174,0.0060647,0,0,0,0,0,3.74e-05,1.72e-05,0.0001886,0.0061414,0,0,0,9.7e-06,6.2e-06,0.0093279,0,0.009833,0.0010239,9.51e-05,0,0.0003919,0.0088483,9.95e-05,0,0.0237269,3.8e-06,0,0,0.0012664,0,4.78e-05,0,0,0,0,0.000149,0.4369986,0,0,0.0350987,0.2555025,0,0,0,0,0,0,0,0.0259954,0,"4M"
"377_12M",0.0172959,0,0,0,0.0011552,0.0006153,0.004649,0,0,0,0.0035582,0.0003384,5.1e-05,0.0206486,0,0,0.0035183,0,0,0,0.0001878,0,0.0009117,0,0,0.1028318,0,0,4.9e-06,0,0,0.0007866,0.0015424,0,0,0.0043894,0.0025209,0,0.0946108,0.5037749,0,0,2.26e-05,0,0.0009033,0,0.0004354,0.0052978,9.47e-05,4.99e-05,0.0063683,0,0.0007747,0.0002039,0.0001373,0.0009306,3.65e-05,0,0,0,0,0,0,0,0,0,0.0007866,0,0.0012949,0.0001766,8.26e-05,0.0005407,0.0060117,0,0.0022018,0.0733608,0.0102334,0.0110665,0.0002055,0,0,9.97e-05,0,7.9e-06,0,0,0,0.0278524,0.0002095,0,0.0115773,0.0202417,5.28e-05,0.0007922,0.0002666,0,0.0442308,0,0,0.0012762,0.0005209,"12M"
"377_4M",1.98e-05,0,0,0,0,0,0.0098218,0,0,0,0,0.0078002,0,0,0,0,0,0,0,0,0,0.000155,0,0,0.0001413,0,0,0.0224866,2.36e-05,0,0,0.0033602,0,0,0.0001311,0.0033084,0,0,0.0749263,0,0,0,0,0,0,0,0,0,0,7.91e-05,0.0017123,0,0,0,0,0,0,0,0,0,2.28e-05,0,0,0,0,2.46e-05,0,0,0.0002617,0,0,0,0.4167901,0.0001336,0,0,0,0,0.0029039,0.0001252,1.97e-05,0,0,0,0,0,7.57e-05,0.1780742,0,0,0.0860811,0.1609332,0,0,0,0,6.96e-05,0,0,0,0,"4M"
"377_B",0,0,0,0,0,0,0,0,0,0.0003706,0,0,0,0,0,0,0,0,0,0,0,0.0001803,0,0,0.0038354,0,0,0.002269,0,0,0,0,0,0,0,0,0,0,0.0126099,0,0,0,0,0.0011529,0,0,0,0,0,0.0397224,0,0,0,0,0,0,0,0,0,0,8.6e-06,0,0,0,0,0,0,0,0,0,0,0,0.2076606,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86e-05,0.0001051,6.47e-05,0,0.0635253,0.6107307,0,0,0,0,0.0573366,0,0,0,0,"B"
"38_12M",0,0.0009074,0,0,0,0.0019559,0.0802276,0,0,0,0,0.0014933,0,0,0,0,0,0,0,0,0,4.1e-06,0,0,0,0.1090993,0,0,3.95e-05,0.1474043,0.0001035,0.0108096,0.0087996,0.0006214,0,0.0006481,0.0002699,0,0.1643107,0.0991993,0,0,0,0,0.0035582,0,0,0.0059545,0.0113349,0,0.0009889,0,0,0.0001779,8.96e-05,0.0040378,1.09e-05,0,0,0.0193862,0,5.4e-05,0.0002141,0.1081098,0,0,0.0035558,0,0.0001907,0.0001435,0,0.0004747,0.0133742,0,0.0025206,0.0398102,0,0.0265873,0.0014198,0,0,6.36e-05,0,0,0,0,0,0.0087196,0.0006052,0.000349,0.019529,0.0314611,0,0.0009496,0.0048618,0.0005796,0,0,0,0.0323935,0.0017905,"12M"
"383_12M",0.0236699,2.3e-06,0,0,0,0,0.0044245,0,0.0010347,0,0.02389,0.0015432,0,0,0.0108422,3.99e-05,0,0,0.0488756,0,0,0,0,0.0283289,0,0.3083256,0,0,0,0,0,0,0,1.24e-05,0,0,0,0.0703525,0.1595985,0.1758553,0,0.0062446,0,0,0,0,0,0.0016997,0.003108,0,0.0052285,0.0010764,0,0,0.0001447,0.0001798,0,0,0,0,0,0,0.0023451,0.00998,0,0,0,0.0386422,0.0008697,7.9e-06,0,0,9.13e-05,0,5.62e-05,0,0,0,0.0004246,0,0,0,0,0,0.0125257,0,1.59e-05,0.008588,0,0,0.0112124,0,0,7.82e-05,0.0004533,0.0057377,0.0197026,0,0,0,6.86e-05,"12M"
"383_4M",0,0,0,0,0,0,0.0836195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3e-05,6.17e-05,0,0.0363788,0,0,0,0.0028982,0,0,0,0.0135142,0,0,0.0001078,0.0001031,0,0,0.0002877,0,0,0,0,0.0338454,0,9.2e-06,0.0012058,2.58e-05,0.0006646,0,0,0,0,0,0,0,0,0.0006762,9.44e-05,0,0,0,0,8.6e-06,0.0001607,0,0,0,0.1446545,0,0.0156795,0,0,0,0,0,0,0,0,0,0,0,2.52e-05,0,0.0001296,0,0.2506433,0,0,0.0064577,0,0,0,0,0,0,0,"4M"
"38_4M",0,0,0,0,0,0,0,0,0,0.000132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009239,0.0033976,0,0.0028789,0.0003279,0.0237484,0,9.6e-05,0.0087069,0,0,0.2466517,0.0118385,0,0.0945752,0.011523,0,0,5.39e-05,0,0.0034001,0,0,0,0,0.007911,0.002248,0,0,0.0002814,0,0,2.01e-05,4.73e-05,0.0011286,0.0593721,0,0,0,0,0,0,0,0,0.0004158,0.0002436,0,0.000909,0.133762,0.0004551,0,0.0673671,0,0,0.0006742,0.0001418,0,0.0001042,0,0,0,0.0002054,0.000115,0.0711773,0,0,0.1589853,0,0,0,0,0,0,0,0,0.0790214,0,"4M"
"385_12M",0.1629804,0.0005654,0,0.0007343,0,0,0.0796317,0.0005659,0,0.0001135,0.1100114,0.0035213,0,0.02345,0.0197569,0,0.0097271,0,0,0.0012344,0,0,0,0,0.0001993,0,0,0,0.0001501,0,6.83e-05,0.018172,0.0003531,0.0001357,0,4.35e-05,5.83e-05,0.0716996,0.0402038,0,0,0,0,0.000103,0.0003578,0,1.04e-05,0.0022342,0,0.00216,0.0016747,0.0002491,0.0030266,1.25e-05,8.99e-05,0.0058374,1.09e-05,0.0005469,0.0006311,0,0,0,0.0066222,0.0841846,0.0013545,0,0,0,0.0002476,0.0001309,0,0.0011979,0.0035166,0,0.001858,7.7e-06,0.0718121,0.0834094,0.011145,0,0,0.0194908,0.001786,0,0,0,0,0,0.0008846,0,0.0036288,0,0,0.0056347,0.0090547,0,0,0,0,0,0.0217434,"12M"
"385_4M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019287,0,0,0,0.0002454,0,0,0,0,0,0.0007259,4.49e-05,0.0019634,0,0,0,0.0001225,0,0,0.0001712,0,0,0,0,0,0.0157305,0,0,0,0,0,0,0,0,0.0018131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378377,0,0,0,0,0,0,0,0,0,0,0,0,0.0001539,0.0005858,0,0,0,0.9160237,8.1e-06,0,0,0,0,0,0,0,0,0,"4M"
"385_B",0,0,0,0,0,0,0,0,0,0.0016526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074523,0,0.0204022,0,0.0428333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905849,0,0,0,0,0,0.16913,0,0,0,0,0,0,0,0,0.3539333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"387_12M",0,0,0,0,0,0,0.1209002,0,0,0,0,0.0015762,0,0,0,0,0,0,0,0,0,0.0001049,0,0,0,0.3833086,0,0,0,0.0849581,0,0,0,4.21e-05,0,0.0458336,0.0010761,0.0134563,0.0100684,0.0756049,0,0,0,0,2.46e-05,0,0,0.0060545,0.0068233,7.89e-05,0.0024562,0.0001727,0.0013601,0,1.44e-05,0.0056327,0,0,0,0,0.1282347,0.0065046,0.0066455,0.0094689,0,0,0,0,0.0003838,0,0,0,0.0005367,0,0,0,0,0,0.0002022,0,0,0,0,0,0.0512924,0,0,0.0008137,4.62e-05,0,0,0.0002801,0,0,0.002034,0,0,0.0021836,0,0,0.0056507,"12M"
"387_4M",0,0,0,0,0,0,0,0,0,0.0003451,0,0,0,0,0,0,0,3.39e-05,0,0,0,0.0353703,0,0,0.0115874,5.47e-05,0,0,0.0150245,0,5.97e-05,0,0.0025687,0,0.00022,0.062326,6.9e-06,0,0.0179457,0.0040045,0.0001824,0,0,6.4e-06,0.0016424,0,0,0,0,0.0022778,0.0001036,0,0,0.0005694,0,0,1.24e-05,0.000355,0.0003381,0,0,0,0,0,0,0.0001217,0,0,0,2.85e-05,0,0.0001599,0.1629559,0.0008283,0,0.008758,0,0,0,0.0005793,0.0013476,1.37e-05,0.0279981,0,0,6.03e-05,0.000365,0.3023763,0.0076671,0,0.0247746,0.2928288,0,0,0,0,2.46e-05,0,0,0,0.000367,"4M"
"387_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7306644,0,0,4.3e-05,2.01e-05,0,0,5.83e-05,0,0,0,0,0,0,4.27e-05,0,0,0.002638,0.0687937,0,0,0,0.0022556,0,0.0005868,0,0,0,0.0001425,0,0,0,0,0,0,0,0,0.0002137,0.005954,0,0,0,0,0,0,0,0,0,0,0,5e-06,0.164312,0,0,0.0022441,0,0,0,0,0,0,0,0,0,0,0,0.0005008,0,0,0.0132015,0.0004199,0,0,0,0,0.0057125,0,0,0,0,"B"
"39_12M",0.0031854,0,0.0223684,0,0.004295,0.0013708,0.000778,0,0.0252323,0,0.0077649,8.69e-05,0,0.0653468,0,0,0,0,0,0.0003487,0,0.0730077,0.0019441,0.0137114,0,0,0,0,0,0,0,0.0210321,6.9e-05,0,0,0.0002806,5.2e-05,0,0.0054704,0.3564055,0,0.0035784,0,0,6.89e-05,0,0.0003536,0.0015956,0,0.0048098,0,0.0001474,0.0001533,0,9.5e-06,0.001597,1.63e-05,0.0019443,1.71e-05,2.9e-06,0,0,0.0001854,0.0247691,0,9.6e-06,4.56e-05,0.0480743,0,6.72e-05,0,0.000231,0.0001107,0,0.0004635,0.0166145,0,0.0002204,0.0013547,3.19e-05,0,1.91e-05,0,0,0.0334897,0,0,3.26e-05,0,0.0002404,0.0303444,0,3.96e-05,0.0011651,0.0003427,0.0003477,0.0082085,0,0.0015253,2.09e-05,0.000468,"12M"
"39_4M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79e-05,0,1.7e-06,0.026274,0,0,5.77e-05,2.46e-05,0,0,0,0,0,0,0,0,0.0001261,0,0,0,0.0430899,0.0374993,1.45e-05,0,0,0,0,0,0,0,0,7.5e-06,0,0,0,0,0,0,2.9e-05,0,0,0,0,0,0,1.7e-05,0,0.0042115,0,0.0090355,0,0.0001698,0,0.000389,0.2459508,0,0,0.0286164,0,0,0,0,0,5.39e-05,0,0,0,0,8.31e-05,0,0,0.0007323,0.2180775,0.1764073,0,0,0,0,0.0175721,0,0,0.0002503,0,"4M"
"397_12M",0.0250066,9.16e-05,0,9e-06,0,0.0007107,0.0100983,7.09e-05,0.0069223,0,0.065205,0.0015399,0,0.0170936,0,0,0,0,0.0001416,2.75e-05,0,0,0,0.0497409,0,0,0,0,0,0.0299197,0,0,0.0004269,2.1e-05,0,0.001499,0.0003376,1.8e-05,6.2e-06,0.4677667,0,0,0,0,0.000254,0,0,0,0,0.000257,0.0004946,0,0.0003714,2.31e-05,6.2e-06,0,0,0,0,4.52e-05,0,0,2.76e-05,0.0257925,0,0,0,1.84e-05,0.0001458,2.61e-05,8.81e-05,7.58e-05,0.0038241,0,0,0.0088265,0.2297714,0.0002108,0.0016058,0,0,1.18e-05,0.0005303,0.0002769,0,0,0,0.0019303,0.000726,0,0.009421,0.0089078,0,0,0.0005895,0,0.0083943,0.0030568,0.0005174,0,0.0013149,"12M"
"397_4M",0,0,0,0,0,0,0,0,0,5.37e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014535,0,0,0,0.001971,3.7e-06,0,0,0.0003162,0,0,0.0073872,7.8e-06,0,1.36e-05,0.0001679,9.82e-05,0,0.0536842,6e-05,0.0001523,0,0,0,0,0.015105,0,0,0,3.26e-05,0,0,0,0,0.001181,0,0,0,0,3.6e-06,0,0,0,0,0,0,0,0,0.1059208,0.0006792,0,2.23e-05,1.73e-05,0,0,0.0014561,0,0,0,0,0,0.0002365,2.52e-05,0.4462698,7.76e-05,0,1.91e-05,0.3617593,0,0,0,0,8e-05,0,0,0,0,"4M"
"397_B",0,0,0,0,0,0,0,0,0,3.74e-05,0,0,0,0,4.88e-05,0,0,0,0,0,0,1.02e-05,0,0,0.0002686,1.03e-05,0.0081394,0,0.0006592,0,0,0,0.0010146,0,5.99e-05,0.0001026,0.0198178,0,0,0.0002677,0.0023822,0,0.0025482,0.0471226,0.0006313,0.0005462,0,0,0,0.0006858,0,0,0,0.0002669,0,0,0,0,0.0005586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003004,0,0,4.17e-05,0,0,0,1.31e-05,0,0,0,0,0,0,0.0009603,0.7473197,0.0002176,0,2.3e-05,0.0318052,0,0,0,0,0.1315962,0,0,0,0,"B"
"42_12M",0.0123799,0,0.0216246,0,8.94e-05,0.0024002,0.0493136,0.0010777,0,0,0.0003144,0.0005601,0.0058328,0.0336847,0.0236008,0,0,0,0,0.0003651,0.0757989,8.41e-05,0.0003299,0.0001286,2.4e-06,0,0,0,0,0,0.0002091,0,0,0,0,0.009599,0,0.0004944,0.1438087,5.62e-05,0,0.0009231,0,0,9.8e-06,0,3.4e-06,0.0033738,0.0010428,5.34e-05,0.0012396,0.0001156,0,0,0,0.0018544,4.81e-05,0,0.0011725,0,0,0,0,0.0085773,0,0,0.0001561,0.1019273,0.0001951,0.0001242,0,0.0005838,0.0045257,4.17e-05,0,0.042555,0.0623068,0.0148714,0.0019054,0.0001107,0,0.0001136,0.0003046,0.0001083,0.0119719,0,4.6e-05,0.0121178,0.0008866,6.5e-06,0.0095342,0,0.0002965,0.0018279,0.0012724,0,0.0023794,0,0,0.0038712,0.0042451,"12M"
"42_4M",0,0,0,0,0,0,0.0024345,0,0,0,0,0.0040712,0,0,0,0,0,0,0,0,1.1e-05,0.0389972,0,0,0.0002531,0,0,0,0,0.1402998,0,0,0,0,0,0.0024085,0,0,0.0002806,0.1726642,0,0,0.0377139,0,0,0,0,0.0002728,0,5.97e-05,0.006999,0.000531,0,0,0,0,0,1.13e-05,0,0,0,0,0,0.0024156,0,0,0,0.0468614,0.0010326,0,0,0,0.0826899,0,0.0010936,5.01e-05,0,0,0,0.0001081,0,0,0,0,0.016927,0,0.0001203,0.1224947,0,0,0.1464094,0,0,0.000646,0.0216342,0,0,0,0,0.0813807,0.0036125,"4M"
